codec,qp,category,frame,num_points
jpeg,50,chair,frame000141_JPEG_Q50,10147
jpeg,50,chair,frame000146_JPEG_Q50,11580
jpeg,50,chair,frame000151_JPEG_Q50,7072
jpeg,50,chair,frame000156_JPEG_Q50,4981
jpeg,50,chair,frame000161_JPEG_Q50,6759
jpeg,50,chair,frame000166_JPEG_Q50,1715
jpeg,50,chair,frame000171_JPEG_Q50,3396
jpeg,50,chair,frame000176_JPEG_Q50,5746
jpeg,50,chair,frame000181_JPEG_Q50,3235
jpeg,50,chair,frame000186_JPEG_Q50,21097
jpeg,50,chair,frame000191_JPEG_Q50,11580
jpeg,50,chair,frame000196_JPEG_Q50,11780
jpeg,50,chair,frame000201_JPEG_Q50,21170
jpeg,50,handbag,frame000001_JPEG_Q50,10395
jpeg,50,handbag,frame000006_JPEG_Q50,11955
jpeg,50,handbag,frame000011_JPEG_Q50,10385
jpeg,50,handbag,frame000016_JPEG_Q50,11587
jpeg,50,handbag,frame000021_JPEG_Q50,11557
jpeg,50,handbag,frame000026_JPEG_Q50,9938
jpeg,50,handbag,frame000031_JPEG_Q50,9186
jpeg,50,handbag,frame000036_JPEG_Q50,14978
jpeg,50,handbag,frame000041_JPEG_Q50,16492
jpeg,50,handbag,frame000046_JPEG_Q50,26486
jpeg,50,handbag,frame000051_JPEG_Q50,29147
jpeg,50,handbag,frame000056_JPEG_Q50,23208
jpeg,50,handbag,frame000061_JPEG_Q50,21106
jpeg,50,handbag,frame000066_JPEG_Q50,14712
jpeg,50,handbag,frame000071_JPEG_Q50,16344
jpeg,50,handbag,frame000076_JPEG_Q50,14963
jpeg,50,handbag,frame000081_JPEG_Q50,12205
jpeg,50,handbag,frame000086_JPEG_Q50,9293
jpeg,50,handbag,frame000091_JPEG_Q50,12451
jpeg,50,handbag,frame000096_JPEG_Q50,15208
jpeg,50,handbag,frame000101_JPEG_Q50,18811
jpeg,50,handbag,frame000106_JPEG_Q50,24253
jpeg,50,handbag,frame000111_JPEG_Q50,24633
jpeg,50,handbag,frame000116_JPEG_Q50,31789
jpeg,50,handbag,frame000121_JPEG_Q50,36547
jpeg,50,handbag,frame000126_JPEG_Q50,32769
jpeg,50,handbag,frame000131_JPEG_Q50,24727
jpeg,50,handbag,frame000136_JPEG_Q50,23248
jpeg,50,handbag,frame000141_JPEG_Q50,14877
jpeg,50,handbag,frame000146_JPEG_Q50,14415
jpeg,50,handbag,frame000151_JPEG_Q50,19340
jpeg,50,handbag,frame000156_JPEG_Q50,16498
jpeg,50,handbag,frame000161_JPEG_Q50,16990
jpeg,50,handbag,frame000166_JPEG_Q50,17330
jpeg,50,handbag,frame000171_JPEG_Q50,15270
jpeg,50,handbag,frame000176_JPEG_Q50,17446
jpeg,50,handbag,frame000181_JPEG_Q50,18592
jpeg,50,handbag,frame000186_JPEG_Q50,14214
jpeg,50,handbag,frame000191_JPEG_Q50,13098
jpeg,50,handbag,frame000196_JPEG_Q50,17059
jpeg,50,handbag,frame000201_JPEG_Q50,14001
jpeg,50,laptop,frame000001_JPEG_Q50,25442
jpeg,50,laptop,frame000028_JPEG_Q50,54127
jpeg,50,laptop,frame000045_JPEG_Q50,3502
jpeg,50,laptop,frame000050_JPEG_Q50,4429
jpeg,50,laptop,frame000055_JPEG_Q50,14281
jpeg,50,laptop,frame000060_JPEG_Q50,44827
jpeg,50,laptop,frame000065_JPEG_Q50,49756
jpeg,50,laptop,frame000070_JPEG_Q50,40106
jpeg,50,laptop,frame000075_JPEG_Q50,13216
jpeg,50,laptop,frame000080_JPEG_Q50,52162
jpeg,50,laptop,frame000085_JPEG_Q50,45492
jpeg,50,laptop,frame000090_JPEG_Q50,51649
jpeg,50,laptop,frame000095_JPEG_Q50,40392
jpeg,50,laptop,frame000100_JPEG_Q50,35847
jpeg,50,laptop,frame000105_JPEG_Q50,57855
jpeg,50,laptop,frame000110_JPEG_Q50,61345
jpeg,50,laptop,frame000115_JPEG_Q50,62507
jpeg,50,laptop,frame000120_JPEG_Q50,56490
jpeg,50,laptop,frame000125_JPEG_Q50,57899
jpeg,50,laptop,frame000130_JPEG_Q50,62730
jpeg,50,laptop,frame000135_JPEG_Q50,44422
jpeg,50,laptop,frame000140_JPEG_Q50,32773
jpeg,50,laptop,frame000145_JPEG_Q50,29650
jpeg,50,laptop,frame000150_JPEG_Q50,39825
jpeg,50,laptop,frame000155_JPEG_Q50,59195
jpeg,50,laptop,frame000160_JPEG_Q50,64950
jpeg,50,laptop,frame000165_JPEG_Q50,53315
jpeg,50,laptop,frame000180_JPEG_Q50,39196
jpeg,50,plant,frame000001_JPEG_Q50,13359
jpeg,50,plant,frame000006_JPEG_Q50,13637
jpeg,50,plant,frame000011_JPEG_Q50,13600
jpeg,50,plant,frame000016_JPEG_Q50,10907
jpeg,50,plant,frame000021_JPEG_Q50,11500
jpeg,50,plant,frame000026_JPEG_Q50,17897
jpeg,50,plant,frame000031_JPEG_Q50,17700
jpeg,50,plant,frame000036_JPEG_Q50,20587
jpeg,50,plant,frame000041_JPEG_Q50,16218
jpeg,50,plant,frame000046_JPEG_Q50,16922
jpeg,50,plant,frame000051_JPEG_Q50,17684
jpeg,50,plant,frame000056_JPEG_Q50,22718
jpeg,50,plant,frame000061_JPEG_Q50,24548
jpeg,50,plant,frame000066_JPEG_Q50,19410
jpeg,50,plant,frame000071_JPEG_Q50,21558
jpeg,50,plant,frame000076_JPEG_Q50,11897
jpeg,50,plant,frame000081_JPEG_Q50,20956
jpeg,50,plant,frame000086_JPEG_Q50,19978
jpeg,50,plant,frame000091_JPEG_Q50,17558
jpeg,50,plant,frame000096_JPEG_Q50,18409
jpeg,50,plant,frame000101_JPEG_Q50,18743
jpeg,50,plant,frame000106_JPEG_Q50,20506
jpeg,50,plant,frame000111_JPEG_Q50,19767
jpeg,50,plant,frame000116_JPEG_Q50,21794
jpeg,50,plant,frame000121_JPEG_Q50,22835
jpeg,50,plant,frame000126_JPEG_Q50,22709
jpeg,50,plant,frame000131_JPEG_Q50,16800
jpeg,50,plant,frame000136_JPEG_Q50,19681
jpeg,50,plant,frame000141_JPEG_Q50,27298
jpeg,50,plant,frame000146_JPEG_Q50,27869
jpeg,50,plant,frame000151_JPEG_Q50,14526
jpeg,50,plant,frame000156_JPEG_Q50,22002
jpeg,50,plant,frame000161_JPEG_Q50,18577
jpeg,50,plant,frame000166_JPEG_Q50,10050
jpeg,50,plant,frame000171_JPEG_Q50,15051
jpeg,50,plant,frame000177_JPEG_Q50,20844
jpeg,50,plant,frame000182_JPEG_Q50,20808
jpeg,50,plant,frame000187_JPEG_Q50,14230
jpeg,50,plant,frame000192_JPEG_Q50,23678
jpeg,50,plant,frame000197_JPEG_Q50,32057
jpeg,50,teddybear,frame000001_JPEG_Q50,0
jpeg,50,teddybear,frame000006_JPEG_Q50,0
jpeg,50,teddybear,frame000011_JPEG_Q50,11100
jpeg,50,teddybear,frame000016_JPEG_Q50,0
jpeg,50,teddybear,frame000021_JPEG_Q50,3289
jpeg,50,teddybear,frame000026_JPEG_Q50,14614
jpeg,50,teddybear,frame000031_JPEG_Q50,15420
jpeg,50,teddybear,frame000036_JPEG_Q50,17519
jpeg,50,teddybear,frame000041_JPEG_Q50,20210
jpeg,50,teddybear,frame000046_JPEG_Q50,16254
jpeg,50,teddybear,frame000051_JPEG_Q50,0
jpeg,50,teddybear,frame000056_JPEG_Q50,0
jpeg,50,teddybear,frame000061_JPEG_Q50,11912
jpeg,50,teddybear,frame000066_JPEG_Q50,69
jpeg,50,teddybear,frame000071_JPEG_Q50,0
jpeg,50,teddybear,frame000076_JPEG_Q50,0
jpeg,50,teddybear,frame000081_JPEG_Q50,0
jpeg,50,teddybear,frame000086_JPEG_Q50,0
jpeg,50,teddybear,frame000091_JPEG_Q50,16279
jpeg,50,teddybear,frame000096_JPEG_Q50,19787
jpeg,50,teddybear,frame000101_JPEG_Q50,20172
jpeg,50,teddybear,frame000106_JPEG_Q50,21510
jpeg,50,teddybear,frame000111_JPEG_Q50,21870
jpeg,50,teddybear,frame000116_JPEG_Q50,19979
jpeg,50,teddybear,frame000121_JPEG_Q50,19803
jpeg,50,teddybear,frame000126_JPEG_Q50,20206
jpeg,50,teddybear,frame000131_JPEG_Q50,10234
jpeg,50,teddybear,frame000136_JPEG_Q50,1727
jpeg,50,teddybear,frame000141_JPEG_Q50,10277
jpeg,50,teddybear,frame000146_JPEG_Q50,11090
jpeg,50,teddybear,frame000151_JPEG_Q50,0
jpeg,50,teddybear,frame000156_JPEG_Q50,0
jpeg,50,teddybear,frame000161_JPEG_Q50,14027
jpeg,50,teddybear,frame000166_JPEG_Q50,878
jpeg,50,teddybear,frame000171_JPEG_Q50,22
jpeg,50,teddybear,frame000176_JPEG_Q50,13063
jpeg,50,teddybear,frame000181_JPEG_Q50,791
jpeg,50,teddybear,frame000186_JPEG_Q50,0
jpeg,50,teddybear,frame000191_JPEG_Q50,0
jpeg,50,teddybear,frame000196_JPEG_Q50,28
jpeg,50,teddybear,frame000201_JPEG_Q50,13344
jpeg,50,vase,frame000001_JPEG_Q50,12032
jpeg,50,vase,frame000006_JPEG_Q50,12494
jpeg,50,vase,frame000011_JPEG_Q50,5609
jpeg,50,vase,frame000016_JPEG_Q50,10749
jpeg,50,vase,frame000021_JPEG_Q50,3904
jpeg,50,vase,frame000026_JPEG_Q50,5488
jpeg,50,vase,frame000031_JPEG_Q50,12456
jpeg,50,vase,frame000036_JPEG_Q50,257
jpeg,50,vase,frame000041_JPEG_Q50,11888
jpeg,50,vase,frame000046_JPEG_Q50,11243
jpeg,50,vase,frame000051_JPEG_Q50,10848
jpeg,50,vase,frame000056_JPEG_Q50,13187
jpeg,50,vase,frame000061_JPEG_Q50,11324
jpeg,50,vase,frame000066_JPEG_Q50,12802
jpeg,50,vase,frame000071_JPEG_Q50,14297
jpeg,50,vase,frame000076_JPEG_Q50,16305
jpeg,50,vase,frame000081_JPEG_Q50,19099
jpeg,50,vase,frame000086_JPEG_Q50,21385
jpeg,50,vase,frame000091_JPEG_Q50,17906
jpeg,50,vase,frame000096_JPEG_Q50,15623
jpeg,50,vase,frame000101_JPEG_Q50,18786
jpeg,50,vase,frame000106_JPEG_Q50,18560
jpeg,50,vase,frame000111_JPEG_Q50,19766
jpeg,50,vase,frame000116_JPEG_Q50,16905
jpeg,50,vase,frame000121_JPEG_Q50,14831
jpeg,50,vase,frame000126_JPEG_Q50,18722
jpeg,50,vase,frame000131_JPEG_Q50,15990
jpeg,50,vase,frame000136_JPEG_Q50,14810
jpeg,50,vase,frame000141_JPEG_Q50,16119
jpeg,50,vase,frame000146_JPEG_Q50,15152
jpeg,50,vase,frame000151_JPEG_Q50,14209
jpeg,50,vase,frame000156_JPEG_Q50,4833
jpeg,50,vase,frame000161_JPEG_Q50,1941
jpeg,50,vase,frame000166_JPEG_Q50,5942
jpeg,50,vase,frame000171_JPEG_Q50,11856
jpeg,50,vase,frame000176_JPEG_Q50,8896
jpeg,50,vase,frame000181_JPEG_Q50,4972
jpeg,50,vase,frame000186_JPEG_Q50,8076
jpeg,50,vase,frame000191_JPEG_Q50,6740
jpeg,50,vase,frame000196_JPEG_Q50,1525
jpeg,50,vase,frame000201_JPEG_Q50,4562
jpeg,70,backpack,frame000001_JPEG_Q70,43756
jpeg,70,backpack,frame000006_JPEG_Q70,47867
jpeg,70,backpack,frame000011_JPEG_Q70,33627
jpeg,70,backpack,frame000016_JPEG_Q70,41601
jpeg,70,backpack,frame000021_JPEG_Q70,45871
jpeg,70,backpack,frame000026_JPEG_Q70,35577
jpeg,70,backpack,frame000031_JPEG_Q70,41064
jpeg,70,backpack,frame000036_JPEG_Q70,47858
jpeg,70,backpack,frame000041_JPEG_Q70,36856
jpeg,70,backpack,frame000046_JPEG_Q70,42929
jpeg,70,backpack,frame000051_JPEG_Q70,60939
jpeg,70,backpack,frame000056_JPEG_Q70,56607
jpeg,70,backpack,frame000061_JPEG_Q70,68329
jpeg,70,backpack,frame000066_JPEG_Q70,66302
jpeg,70,backpack,frame000071_JPEG_Q70,53558
jpeg,70,backpack,frame000076_JPEG_Q70,50628
jpeg,70,backpack,frame000081_JPEG_Q70,58516
jpeg,70,backpack,frame000086_JPEG_Q70,49559
jpeg,70,backpack,frame000091_JPEG_Q70,48305
jpeg,70,backpack,frame000096_JPEG_Q70,34809
jpeg,70,backpack,frame000101_JPEG_Q70,41957
jpeg,70,backpack,frame000106_JPEG_Q70,46414
jpeg,70,backpack,frame000111_JPEG_Q70,37981
jpeg,70,backpack,frame000116_JPEG_Q70,42118
jpeg,70,backpack,frame000121_JPEG_Q70,26181
jpeg,70,backpack,frame000126_JPEG_Q70,33717
jpeg,70,backpack,frame000131_JPEG_Q70,35756
jpeg,70,backpack,frame000136_JPEG_Q70,43431
jpeg,70,backpack,frame000141_JPEG_Q70,49261
jpeg,70,backpack,frame000146_JPEG_Q70,56483
jpeg,70,backpack,frame000151_JPEG_Q70,46228
jpeg,70,backpack,frame000156_JPEG_Q70,49577
jpeg,70,backpack,frame000161_JPEG_Q70,37746
jpeg,70,backpack,frame000166_JPEG_Q70,42025
jpeg,70,backpack,frame000171_JPEG_Q70,51119
jpeg,70,backpack,frame000176_JPEG_Q70,54550
jpeg,70,backpack,frame000181_JPEG_Q70,50505
jpeg,70,backpack,frame000186_JPEG_Q70,50055
jpeg,70,backpack,frame000191_JPEG_Q70,40567
jpeg,70,backpack,frame000196_JPEG_Q70,52983
jpeg,70,backpack,frame000201_JPEG_Q70,57892
jpeg,70,ball,frame000001_JPEG_Q70,49900
jpeg,70,ball,frame000006_JPEG_Q70,50430
jpeg,70,ball,frame000011_JPEG_Q70,50700
jpeg,70,ball,frame000016_JPEG_Q70,43458
jpeg,70,ball,frame000021_JPEG_Q70,42006
jpeg,70,ball,frame000026_JPEG_Q70,37573
jpeg,70,ball,frame000031_JPEG_Q70,50493
jpeg,70,ball,frame000036_JPEG_Q70,45996
jpeg,70,ball,frame000041_JPEG_Q70,46136
jpeg,70,ball,frame000046_JPEG_Q70,46082
jpeg,70,ball,frame000051_JPEG_Q70,43966
jpeg,70,ball,frame000056_JPEG_Q70,44569
jpeg,70,ball,frame000061_JPEG_Q70,45460
jpeg,70,ball,frame000066_JPEG_Q70,39781
jpeg,70,ball,frame000071_JPEG_Q70,45319
jpeg,70,ball,frame000076_JPEG_Q70,49336
jpeg,70,ball,frame000081_JPEG_Q70,36149
jpeg,70,ball,frame000086_JPEG_Q70,47407
jpeg,70,ball,frame000091_JPEG_Q70,38593
jpeg,70,ball,frame000096_JPEG_Q70,46687
jpeg,70,ball,frame000101_JPEG_Q70,40421
jpeg,70,ball,frame000106_JPEG_Q70,30640
jpeg,70,ball,frame000111_JPEG_Q70,34122
jpeg,70,ball,frame000116_JPEG_Q70,42213
jpeg,70,ball,frame000121_JPEG_Q70,42670
jpeg,70,ball,frame000126_JPEG_Q70,38250
jpeg,70,ball,frame000131_JPEG_Q70,40864
jpeg,70,ball,frame000136_JPEG_Q70,46167
jpeg,70,ball,frame000141_JPEG_Q70,44759
jpeg,70,ball,frame000146_JPEG_Q70,44860
jpeg,70,ball,frame000151_JPEG_Q70,36783
jpeg,70,ball,frame000156_JPEG_Q70,42302
jpeg,70,ball,frame000161_JPEG_Q70,45008
jpeg,70,ball,frame000166_JPEG_Q70,38602
jpeg,70,ball,frame000171_JPEG_Q70,36722
jpeg,70,ball,frame000176_JPEG_Q70,38122
jpeg,70,ball,frame000181_JPEG_Q70,32173
jpeg,70,ball,frame000186_JPEG_Q70,35314
jpeg,70,ball,frame000191_JPEG_Q70,35211
jpeg,70,ball,frame000196_JPEG_Q70,36922
jpeg,70,ball,frame000201_JPEG_Q70,36485
jpeg,70,book,frame000001_JPEG_Q70,41153
jpeg,70,book,frame000006_JPEG_Q70,43397
jpeg,70,book,frame000011_JPEG_Q70,45016
jpeg,70,book,frame000016_JPEG_Q70,41588
jpeg,70,book,frame000021_JPEG_Q70,36643
jpeg,70,book,frame000026_JPEG_Q70,42799
jpeg,70,book,frame000031_JPEG_Q70,45575
jpeg,70,book,frame000036_JPEG_Q70,44857
jpeg,70,book,frame000041_JPEG_Q70,38700
jpeg,70,book,frame000046_JPEG_Q70,35667
jpeg,70,book,frame000051_JPEG_Q70,31872
jpeg,70,book,frame000056_JPEG_Q70,29996
jpeg,70,book,frame000061_JPEG_Q70,22814
jpeg,70,book,frame000066_JPEG_Q70,27727
jpeg,70,book,frame000071_JPEG_Q70,29843
jpeg,70,book,frame000076_JPEG_Q70,33685
jpeg,70,book,frame000081_JPEG_Q70,35664
jpeg,70,book,frame000086_JPEG_Q70,34616
jpeg,70,book,frame000091_JPEG_Q70,41590
jpeg,70,book,frame000096_JPEG_Q70,38662
jpeg,70,book,frame000101_JPEG_Q70,37870
jpeg,70,book,frame000106_JPEG_Q70,31811
jpeg,70,book,frame000111_JPEG_Q70,27360
jpeg,70,book,frame000116_JPEG_Q70,34796
jpeg,70,book,frame000121_JPEG_Q70,34864
jpeg,70,book,frame000126_JPEG_Q70,32676
jpeg,70,book,frame000131_JPEG_Q70,27118
jpeg,70,book,frame000136_JPEG_Q70,25602
jpeg,70,book,frame000141_JPEG_Q70,23511
jpeg,70,book,frame000146_JPEG_Q70,23555
jpeg,70,book,frame000151_JPEG_Q70,16265
jpeg,70,book,frame000156_JPEG_Q70,22870
jpeg,70,book,frame000161_JPEG_Q70,33553
jpeg,70,book,frame000166_JPEG_Q70,35585
jpeg,70,book,frame000171_JPEG_Q70,36705
jpeg,70,book,frame000176_JPEG_Q70,37974
jpeg,70,book,frame000181_JPEG_Q70,40970
jpeg,70,book,frame000186_JPEG_Q70,41276
jpeg,70,book,frame000191_JPEG_Q70,33530
jpeg,70,book,frame000196_JPEG_Q70,33784
jpeg,70,book,frame000201_JPEG_Q70,35558
jpeg,70,chair,frame000001_JPEG_Q70,4922
jpeg,70,chair,frame000006_JPEG_Q70,5768
jpeg,70,chair,frame000011_JPEG_Q70,15467
jpeg,70,chair,frame000016_JPEG_Q70,21308
jpeg,70,chair,frame000021_JPEG_Q70,36389
jpeg,70,chair,frame000026_JPEG_Q70,37820
jpeg,70,chair,frame000031_JPEG_Q70,30122
jpeg,70,chair,frame000036_JPEG_Q70,7205
jpeg,70,chair,frame000041_JPEG_Q70,12762
jpeg,70,chair,frame000046_JPEG_Q70,12551
jpeg,70,chair,frame000051_JPEG_Q70,15180
jpeg,70,chair,frame000056_JPEG_Q70,12531
jpeg,70,chair,frame000061_JPEG_Q70,8438
jpeg,70,chair,frame000066_JPEG_Q70,4995
jpeg,70,chair,frame000071_JPEG_Q70,3133
jpeg,70,chair,frame000076_JPEG_Q70,2677
jpeg,70,chair,frame000081_JPEG_Q70,12
jpeg,70,chair,frame000086_JPEG_Q70,399
jpeg,70,chair,frame000091_JPEG_Q70,2782
jpeg,70,chair,frame000096_JPEG_Q70,5839
jpeg,70,chair,frame000101_JPEG_Q70,2211
jpeg,70,chair,frame000106_JPEG_Q70,188
jpeg,70,chair,frame000111_JPEG_Q70,1886
jpeg,70,chair,frame000116_JPEG_Q70,860
jpeg,70,chair,frame000121_JPEG_Q70,8005
jpeg,70,chair,frame000126_JPEG_Q70,10872
jpeg,70,chair,frame000131_JPEG_Q70,14295
jpeg,70,chair,frame000136_JPEG_Q70,7495
jpeg,70,chair,frame000141_JPEG_Q70,10335
jpeg,70,chair,frame000146_JPEG_Q70,11764
jpeg,70,chair,frame000151_JPEG_Q70,8226
jpeg,70,chair,frame000156_JPEG_Q70,5647
jpeg,70,chair,frame000161_JPEG_Q70,8249
jpeg,70,chair,frame000166_JPEG_Q70,3847
jpeg,70,chair,frame000171_JPEG_Q70,4925
jpeg,70,chair,frame000176_JPEG_Q70,8035
jpeg,70,chair,frame000181_JPEG_Q70,2609
jpeg,70,chair,frame000186_JPEG_Q70,18685
jpeg,70,chair,frame000191_JPEG_Q70,7894
jpeg,70,chair,frame000196_JPEG_Q70,10285
jpeg,70,chair,frame000201_JPEG_Q70,19752
jpeg,70,handbag,frame000001_JPEG_Q70,13138
jpeg,70,handbag,frame000006_JPEG_Q70,13690
jpeg,70,handbag,frame000011_JPEG_Q70,11715
jpeg,70,handbag,frame000016_JPEG_Q70,13242
jpeg,70,handbag,frame000021_JPEG_Q70,14103
jpeg,70,handbag,frame000026_JPEG_Q70,11266
jpeg,70,handbag,frame000031_JPEG_Q70,8842
jpeg,70,handbag,frame000036_JPEG_Q70,20275
jpeg,70,handbag,frame000041_JPEG_Q70,20295
jpeg,70,handbag,frame000046_JPEG_Q70,31863
jpeg,70,handbag,frame000051_JPEG_Q70,33732
jpeg,70,handbag,frame000056_JPEG_Q70,29499
jpeg,70,handbag,frame000061_JPEG_Q70,27605
jpeg,70,handbag,frame000066_JPEG_Q70,17494
jpeg,70,handbag,frame000071_JPEG_Q70,20644
jpeg,70,handbag,frame000076_JPEG_Q70,20122
jpeg,70,handbag,frame000081_JPEG_Q70,15609
jpeg,70,handbag,frame000086_JPEG_Q70,12248
jpeg,70,handbag,frame000091_JPEG_Q70,15150
jpeg,70,handbag,frame000096_JPEG_Q70,19624
jpeg,70,handbag,frame000101_JPEG_Q70,22726
jpeg,70,handbag,frame000106_JPEG_Q70,32085
jpeg,70,handbag,frame000111_JPEG_Q70,34858
jpeg,70,handbag,frame000116_JPEG_Q70,42761
jpeg,70,handbag,frame000121_JPEG_Q70,45408
jpeg,70,handbag,frame000126_JPEG_Q70,39945
jpeg,70,handbag,frame000131_JPEG_Q70,33975
jpeg,70,handbag,frame000136_JPEG_Q70,30699
jpeg,70,handbag,frame000141_JPEG_Q70,17315
jpeg,70,handbag,frame000146_JPEG_Q70,18540
jpeg,70,handbag,frame000151_JPEG_Q70,21446
jpeg,70,handbag,frame000156_JPEG_Q70,19276
jpeg,70,handbag,frame000161_JPEG_Q70,18306
jpeg,70,handbag,frame000166_JPEG_Q70,21366
jpeg,70,handbag,frame000171_JPEG_Q70,16844
jpeg,70,handbag,frame000176_JPEG_Q70,20235
jpeg,70,handbag,frame000181_JPEG_Q70,22428
jpeg,70,handbag,frame000186_JPEG_Q70,15583
jpeg,70,handbag,frame000191_JPEG_Q70,13933
jpeg,70,handbag,frame000196_JPEG_Q70,18140
jpeg,70,handbag,frame000201_JPEG_Q70,14849
jpeg,70,laptop,frame000001_JPEG_Q70,28732
jpeg,70,laptop,frame000028_JPEG_Q70,58406
jpeg,70,laptop,frame000045_JPEG_Q70,4337
jpeg,70,laptop,frame000050_JPEG_Q70,4834
jpeg,70,laptop,frame000055_JPEG_Q70,16802
jpeg,70,laptop,frame000060_JPEG_Q70,46900
jpeg,70,laptop,frame000065_JPEG_Q70,46520
jpeg,70,laptop,frame000070_JPEG_Q70,34828
jpeg,70,laptop,frame000075_JPEG_Q70,8933
jpeg,70,laptop,frame000080_JPEG_Q70,41350
jpeg,70,laptop,frame000085_JPEG_Q70,46712
jpeg,70,laptop,frame000090_JPEG_Q70,45878
jpeg,70,laptop,frame000095_JPEG_Q70,33422
jpeg,70,laptop,frame000100_JPEG_Q70,30047
jpeg,70,laptop,frame000105_JPEG_Q70,54190
jpeg,70,laptop,frame000110_JPEG_Q70,59786
jpeg,70,laptop,frame000115_JPEG_Q70,59883
jpeg,70,laptop,frame000120_JPEG_Q70,64326
jpeg,70,laptop,frame000125_JPEG_Q70,66366
jpeg,70,laptop,frame000130_JPEG_Q70,68456
jpeg,70,laptop,frame000135_JPEG_Q70,43904
jpeg,70,laptop,frame000140_JPEG_Q70,29903
jpeg,70,laptop,frame000145_JPEG_Q70,31475
jpeg,70,laptop,frame000150_JPEG_Q70,48515
jpeg,70,laptop,frame000155_JPEG_Q70,57523
jpeg,70,laptop,frame000160_JPEG_Q70,61516
jpeg,70,laptop,frame000165_JPEG_Q70,50653
jpeg,70,laptop,frame000180_JPEG_Q70,34073
jpeg,70,plant,frame000001_JPEG_Q70,14203
jpeg,70,plant,frame000006_JPEG_Q70,15127
jpeg,70,plant,frame000011_JPEG_Q70,14131
jpeg,70,plant,frame000016_JPEG_Q70,13511
jpeg,70,plant,frame000021_JPEG_Q70,13724
jpeg,70,plant,frame000026_JPEG_Q70,20679
jpeg,70,plant,frame000031_JPEG_Q70,18781
jpeg,70,plant,frame000036_JPEG_Q70,21138
jpeg,70,plant,frame000041_JPEG_Q70,17245
jpeg,70,plant,frame000046_JPEG_Q70,17569
jpeg,70,plant,frame000051_JPEG_Q70,19681
jpeg,70,plant,frame000056_JPEG_Q70,23379
jpeg,70,plant,frame000061_JPEG_Q70,25517
jpeg,70,plant,frame000066_JPEG_Q70,19780
jpeg,70,plant,frame000071_JPEG_Q70,22737
jpeg,70,plant,frame000076_JPEG_Q70,15147
jpeg,70,plant,frame000081_JPEG_Q70,22286
jpeg,70,plant,frame000086_JPEG_Q70,22024
jpeg,70,plant,frame000091_JPEG_Q70,17940
jpeg,70,plant,frame000096_JPEG_Q70,19114
jpeg,70,plant,frame000101_JPEG_Q70,20443
jpeg,70,plant,frame000106_JPEG_Q70,21572
jpeg,70,plant,frame000111_JPEG_Q70,19821
jpeg,70,plant,frame000116_JPEG_Q70,21991
jpeg,70,plant,frame000121_JPEG_Q70,23135
jpeg,70,plant,frame000126_JPEG_Q70,24207
jpeg,70,plant,frame000131_JPEG_Q70,18162
jpeg,70,plant,frame000136_JPEG_Q70,20818
jpeg,70,plant,frame000141_JPEG_Q70,30687
jpeg,70,plant,frame000146_JPEG_Q70,28523
jpeg,70,plant,frame000151_JPEG_Q70,12850
jpeg,70,plant,frame000156_JPEG_Q70,22364
jpeg,70,plant,frame000161_JPEG_Q70,19326
jpeg,70,plant,frame000166_JPEG_Q70,10594
jpeg,70,plant,frame000171_JPEG_Q70,14831
jpeg,70,plant,frame000177_JPEG_Q70,20080
jpeg,70,plant,frame000182_JPEG_Q70,22248
jpeg,70,plant,frame000187_JPEG_Q70,15059
jpeg,70,plant,frame000192_JPEG_Q70,23637
jpeg,70,plant,frame000197_JPEG_Q70,33213
jpeg,70,teddybear,frame000001_JPEG_Q70,10405
jpeg,70,teddybear,frame000006_JPEG_Q70,125
jpeg,70,teddybear,frame000011_JPEG_Q70,14758
jpeg,70,teddybear,frame000016_JPEG_Q70,0
jpeg,70,teddybear,frame000021_JPEG_Q70,9064
jpeg,70,teddybear,frame000026_JPEG_Q70,16271
jpeg,70,teddybear,frame000031_JPEG_Q70,13191
jpeg,70,teddybear,frame000036_JPEG_Q70,18094
jpeg,70,teddybear,frame000041_JPEG_Q70,21331
jpeg,70,teddybear,frame000046_JPEG_Q70,17891
jpeg,70,teddybear,frame000051_JPEG_Q70,0
jpeg,70,teddybear,frame000056_JPEG_Q70,0
jpeg,70,teddybear,frame000061_JPEG_Q70,11389
jpeg,70,teddybear,frame000066_JPEG_Q70,2376
jpeg,70,teddybear,frame000071_JPEG_Q70,0
jpeg,70,teddybear,frame000076_JPEG_Q70,0
jpeg,70,teddybear,frame000081_JPEG_Q70,0
jpeg,70,teddybear,frame000086_JPEG_Q70,0
jpeg,70,teddybear,frame000091_JPEG_Q70,16604
jpeg,70,teddybear,frame000096_JPEG_Q70,20093
jpeg,70,teddybear,frame000101_JPEG_Q70,20769
jpeg,70,teddybear,frame000106_JPEG_Q70,21818
jpeg,70,teddybear,frame000111_JPEG_Q70,22450
jpeg,70,teddybear,frame000116_JPEG_Q70,20584
jpeg,70,teddybear,frame000121_JPEG_Q70,19999
jpeg,70,teddybear,frame000126_JPEG_Q70,20183
jpeg,70,teddybear,frame000131_JPEG_Q70,11813
jpeg,70,teddybear,frame000136_JPEG_Q70,12129
jpeg,70,teddybear,frame000141_JPEG_Q70,14087
jpeg,70,teddybear,frame000146_JPEG_Q70,13411
jpeg,70,teddybear,frame000151_JPEG_Q70,0
